Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R009411,"Jones, Gary R","Baxter, Baker, Sidle, Conn & Jones, P.A",SunSource Dispensary Coalition LLC,11/01/21-10/31/22
R009261,"Jones, Lisa ",Harris Jones & Malone,James K. Davis,11/01/21-10/31/22
R009001,"Jones, Lisa ",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/21-10/31/22
R009237,"Jones, Lisa ",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,11/01/21-10/31/22
R009165,"Jones, Lisa ",Harris Jones & Malone,Moser Consulting,11/01/21-10/31/22
R009166,"Jones, Lisa ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/21-10/31/22
R009212,"Jones, Lisa ",Harris Jones & Malone,"Home Depot, Inc., The",11/01/21-10/31/22
R010945,"Jones, Lisa ",Harris Jones & Malone,"Joseph Smith & Sons, Inc.",11/17/21-10/31/22
R006066,"Jones, Lisa ",Harris Jones & Malone,Norfolk Southern Corporation,11/01/20-10/31/21
R007434,"Jones, Lisa ",Harris Jones & Malone,Advocates for Children and Youth,02/05/21-10/31/21
R006036,"Jones, Lisa ",Harris Jones & Malone,Beltway Fine Wine,11/01/20-10/31/21
R006078,"Jones, Lisa ",Harris Jones & Malone,Visit Baltimore,11/01/20-10/31/21
R007908,"Jones, Lisa ",Harris Jones & Malone,James K. Davis,07/26/21-10/31/21
R007276,"Jones, Lisa ",Harris Jones & Malone,23andMe,01/20/21-10/31/21
R006454,"Jones, Gary R","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Hospital Association,11/01/20-04/01/21
R009574,"Jordan, Lisae C","Lisae C Jordan, Esquire",Maryland Coalition Against Sexual Assault,11/01/21-10/31/22
R001718,"Jordan, Lisae C","Lisae C Jordan, Esquire",Maryland Coalition Against Sexual Assault,11/01/19-10/31/20
R004283,"Jordan, Lisae C","Lisae C Jordan, Esquire",Maryland Coalition Against Sexual Assault,11/01/20-10/31/21
R003048,"Joseph, Jr., Wilhelm H","Legal Aid Bureau, Inc. ",Maryland Legal Aid,01/03/20-10/31/20
R006860,"Josselyn, John H",none,Mt. Washington Rod & Gun Club,12/03/20-10/31/21
R003221,"Josselyn, John H",none,Mt. Washington Rod & Gun Club,01/10/20-10/31/20
R003220,"Kallins, Lauren ",MD Association of Community Services,Maryland Association of Community Services (MACS),01/10/20-10/31/20
R006964,"Kallins, Lauren ",MD Association of Community Services,Maryland Association of Community Services (MACS),12/23/20-10/31/21
R010404,"Kallins, Lauren ",MD Association of Community Services,Maryland Association of Community Services (MACS),11/02/21-10/31/22
R000782,"Kallis, Jody L",Maryland Association of Community Colleges,Maryland Association of Community Colleges,11/01/19-10/31/20
R004905,"Kallis, Jody L",Maryland Association of Community Colleges,Maryland Association of Community Colleges,11/01/20-10/31/21
R003771,"Kane, John M",Aton Strategies LLC,Citizens 4 Traffic Relief,11/01/19-04/10/20
R003770,"Kane, John M",Aton Strategies LLC,Suburban Maryland Transportation Alliance,11/01/19-04/10/20
R003949,"Kane, John M",Aton Strategies LLC,Imagination Stage,06/29/20-10/30/20
R007548,"Kapsis, James ","The Ad Hoc Group, Inc.","Maryland Geothermal Association, The",02/24/21-07/01/21
R002536,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Alliance of Maryland Dental Plans,11/01/19-10/31/20
R010222,"Karkhanis, Neal  ","Funk & Bolton, P.A.",National Association of Mutual Insurance Companies (NAMIC),11/01/21-10/31/22
R010192,"Karkhanis, Neal  ","Funk & Bolton, P.A.",American Council of Life Insurers,11/01/21-10/31/22
R010200,"Karkhanis, Neal  ","Funk & Bolton, P.A.",America's Health Insurance Plans,11/01/21-10/31/22
R004303,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Tobacco-Free Kids Action Fund,11/01/20-10/31/21
R005377,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Banner Life Insurance Company,11/01/20-10/31/21
R004227,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Alliance of Maryland Dental Plans,11/01/20-10/31/21
R007163,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Market Fresh Gourmet,01/20/21-10/31/21
R004215,"Karkhanis, Neal  ","Funk & Bolton, P.A.",USAA,11/01/20-10/31/21
R010224,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Repair Preservation Group Action Fund,11/01/21-10/31/22
R010228,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Anthem Inc. and Its Affiliates including Amerigroup,11/01/21-10/31/22
R006900,"Karkhanis, Neal  ","Funk & Bolton, P.A.","Green Leaf Medical, LLC",12/15/20-10/31/21
R004296,"Karkhanis, Neal  ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/20-10/31/21
R004259,"Karkhanis, Neal  ","Funk & Bolton, P.A.",America's Health Insurance Plans,11/01/20-10/31/21
R006522,"Karkhanis, Neal  ","Funk & Bolton, P.A.",City of Bowie,11/01/20-10/31/21
R002537,"Karkhanis, Neal  ","Funk & Bolton, P.A.",America's Health Insurance Plans,11/01/19-10/31/20
R002540,"Karkhanis, Neal  ","Funk & Bolton, P.A.",USAA,11/01/19-10/31/20
R003068,"Karkhanis, Neal  ","Funk & Bolton, P.A.",National Association of Mutual Insurance Companies (NAMIC),01/06/20-10/31/20
R007154,"Karkhanis, Neal  ","Funk & Bolton, P.A.","MaryMed, LLC",01/20/21-10/31/21
R004217,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Anthem Inc. and Its Affiliates including Amerigroup,11/01/20-10/31/21
R002538,"Karkhanis, Neal  ","Funk & Bolton, P.A.",American Council of Life Insurers,11/01/19-10/31/20
R003706,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Tobacco-Free Kids Action Fund,02/27/20-10/31/20
R003805,"Karkhanis, Neal  ","Funk & Bolton, P.A.","Coastal Laboratories, Inc.",03/13/20-10/31/20
R010201,"Karkhanis, Neal  ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/21-10/31/22
R010230,"Karkhanis, Neal  ","Funk & Bolton, P.A.",USAA,11/01/21-10/31/22
R004299,"Karkhanis, Neal  ","Funk & Bolton, P.A.",National Association of Mutual Insurance Companies (NAMIC),11/01/20-10/31/21
R004232,"Karkhanis, Neal  ","Funk & Bolton, P.A.",American Council of Life Insurers,11/01/20-10/31/21
R002535,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Anthem Inc. and Its Affiliates including Amerigroup,11/01/19-10/31/20
R002539,"Karkhanis, Neal  ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/19-10/31/20
R003331,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Health Facilities Association of Maryland,01/15/20-10/31/20
R010195,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Alliance of Maryland Dental Plans,11/01/21-10/31/22
R004280,"Karkhanis, Neal  ","Funk & Bolton, P.A.","Coastal Laboratories, Inc.",11/01/20-10/31/21
R008348,"Karkhanis, Neal  ","Funk & Bolton, P.A.",Repair Preservation Group Action Fund,10/21/21-10/31/21
R003334,"Kasecamp, Lawrence E",SMART Transportation Division,SMART Transportation Division,01/27/20-04/30/20
R000055,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",American Coatings Association,11/01/19-10/31/20
R000061,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,11/01/19-10/31/20
R000117,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","DaVita, Inc.",11/01/19-10/31/20
R000067,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Greenwich Biosciences, Inc.",11/01/19-10/31/20
R000083,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.",11/01/19-10/31/20
R000184,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland-National Capital Homecare Association,11/01/19-10/31/20
R000150,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Sprint Corporation,11/01/19-08/30/20
R008835,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",American Coatings Association,11/01/21-10/31/22
R008851,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland Chapter, American Academy of Pediatrics",11/01/21-10/31/22
R008860,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mental Health Association of Maryland,11/01/21-10/31/22
R008866,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.",11/01/21-10/31/22
R009077,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Academy of Family Physicians,11/01/21-10/31/22
R009082,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",United Therapeutics Corporation,11/01/21-10/31/22
R009059,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland-National Capital Homecare Association,11/01/21-10/31/22
R004671,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Automated Health Care Solutions,11/01/20-10/31/21
R004747,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","MedChi, The Maryland State Medical Society",11/01/20-10/31/21
R004676,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Lilly USA, LLC",11/01/20-10/31/21
R007061,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Sazerac Company, Inc.",01/08/21-10/31/21
R004767,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Patient First,11/01/20-10/31/21
R007453,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Bally's Corporation,02/09/21-10/31/21
R000131,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Ambulatory Surgery Association,11/01/19-10/31/20
R000174,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Behavioral Health System Baltimore,11/01/19-10/31/20
R000066,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Greater Washington Society for Clinical Social Work, Inc.",11/01/19-10/31/20
R000078,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Nonprofits,11/01/19-10/31/20
R000079,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mental Health Association of Maryland,11/01/19-10/31/20
R000120,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Volvo Group North America,11/01/19-10/31/20
R003114,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Academy of Family Physicians,01/06/20-10/31/20
R008841,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Epilepsy Foundation,11/01/21-10/31/22
R008837,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Catholic Charities,11/01/21-10/31/22
R008862,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mid-Atlantic Association of Community Health Centers,11/01/21-10/31/22
R009079,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/21-10/31/22
R009078,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Ambulatory Surgery Association,11/01/21-10/31/22
R009081,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Sazerac Company, Inc.",11/01/21-10/31/22
R009053,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Behavioral Health System Baltimore,11/01/21-10/31/22
R008863,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,11/01/21-10/31/22
R004689,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",LifeSpan Network,11/01/20-10/31/21
R008609,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Catholic Charities,10/07/21-10/31/21
R004721,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Section of the American College of Obstetricians and Gynecologists,11/01/20-10/31/21
R004705,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mid-Atlantic Association of Community Health Centers,11/01/20-10/31/21
R004723,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/20-10/31/21
R004730,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland-National Capital Homecare Association,11/01/20-10/31/21
R004753,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mental Health Association of Maryland,11/01/20-10/31/21
R004694,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Linwood Center, Inc.",11/01/20-10/31/21
R004675,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","DaVita, Inc.",11/01/20-10/31/21
R004687,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Hospice and Palliative Care Network of Maryland,11/01/20-10/31/21
R004672,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,11/01/20-10/31/21
R004670,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",American Coatings Association,11/01/20-10/31/21
R000074,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Mid-Atlantic Association of Community Health Centers,11/01/19-10/31/20
R000075,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland Chapter, American Academy of Pediatrics",11/01/19-10/31/20
R000076,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Motor Truck Association,11/01/19-10/31/20
R000077,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Section of the American College of Obstetricians and Gynecologists,11/01/19-10/31/20
R000080,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Merck Sharp & Dohme Corp.,11/01/19-10/31/20
R000130,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/19-10/31/20
R000173,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Automated Health Care Solutions,11/01/19-10/31/20
R000201,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Patient First,11/01/19-10/31/20
R000199,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",LifeSpan Network,11/01/19-10/31/20
R008838,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",City of Rockville,11/01/21-10/31/22
R009055,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",HealthCare Access Maryland,11/01/21-10/31/22
R009054,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","DaVita, Inc.",11/01/21-10/31/22
R009478,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Merck & Co., Inc.",11/01/21-10/31/22
R000133,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","MedChi, The Maryland State Medical Society",11/01/19-10/31/20
R009080,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","MedChi, The Maryland State Medical Society",11/01/21-10/31/22
R004764,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,11/01/20-10/31/21
R004684,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Greenwich Biosciences, Inc.",11/01/20-10/31/21
R004769,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Synagro Technologies, Inc.",11/01/20-10/31/21
R004674,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",City of Rockville,11/01/20-10/31/21
R004772,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.",11/01/20-10/31/21
R004732,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Nonprofits,11/01/20-10/31/21
R007573,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Airlines for America,03/03/21-10/31/21
R004755,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Merck & Co., Inc.",11/01/20-10/31/21
R000082,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Synagro Technologies, Inc.",11/01/19-10/31/20
R000073,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Linwood Center, Inc.",11/01/19-10/31/20
R000198,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland and District of Columbia Society of Clinical Oncology, Inc.",11/01/19-10/31/20
R000179,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",HealthCare Access Maryland,11/01/19-10/31/20
R000183,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Chapter of the American College of Emergency Physicians,11/01/19-10/31/20
R008849,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Jazz Pharmaceuticals, Inc. and its subsidiaries, including Greenwich Biosciences, Inc.",11/01/21-10/31/22
R008853,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Motor Truck Association,11/01/21-10/31/22
R008850,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Linwood Center, Inc.",11/01/21-10/31/22
R008856,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Tech Council,11/01/21-10/31/22
R009056,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Hospice and Palliative Care Network of Maryland,11/01/21-10/31/22
R009058,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Chapter of the American College of Emergency Physicians,11/01/21-10/31/22
R009062,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Patient First,11/01/21-10/31/22
R004709,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Chapter of the American College of Emergency Physicians,11/01/20-10/31/21
R004712,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Motor Truck Association,11/01/20-10/31/21
R004673,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Behavioral Health System Baltimore,11/01/20-10/31/21
R004683,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Greater Washington Society for Clinical Social Work, Inc.",11/01/20-10/31/21
R004698,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Ambulatory Surgery Association,11/01/20-10/31/21
R004686,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",HealthCare Access Maryland,11/01/20-10/31/21
R000064,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Lilly USA, LLC",11/01/19-10/31/20
R000119,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Tech Council,11/01/19-10/31/20
R000062,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",City of Rockville,11/01/19-10/31/20
R000152,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",United Therapeutics Corporation,11/01/19-10/31/20
R000181,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Hospice and Palliative Care Network of Maryland,11/01/19-10/31/20
R000197,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Society of Eye Physicians & Surgeons,11/01/19-10/31/20
R008836,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,11/01/21-10/31/22
R008839,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Lilly USA, LLC",11/01/21-10/31/22
R008855,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Section of the American College of Obstetricians and Gynecologists,11/01/21-10/31/22
R008859,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Triad Health, LLC d/b/a MediraRX",11/01/21-10/31/22
R008865,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Synagro Technologies, Inc.",11/01/21-10/31/22
R008852,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Greater Washington Society for Clinical Social Work, Inc.",11/01/21-10/31/22
R009052,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Automated Health Care Solutions,11/01/21-10/31/22
R009057,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",LifeSpan Network,11/01/21-10/31/22
R009060,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Society of Eye Physicians & Surgeons,11/01/21-10/31/22
R009061,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland and District of Columbia Society of Clinical Oncology, Inc.",11/01/21-10/31/22
R000081,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,11/01/19-10/31/20
R009480,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Nonprofits,11/01/21-10/31/22
R004706,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland Chapter, American Academy of Pediatrics",11/01/20-10/31/21
R004770,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",United Therapeutics Corporation,11/01/20-10/31/21
R004724,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Tech Council,11/01/20-10/31/21
R007167,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",American Chemistry Council,01/13/21-10/31/21
R007572,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Delta Air Lines, Inc.",03/03/21-10/31/21
R004741,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Maryland and District of Columbia Society of Clinical Oncology, Inc.",11/01/20-10/31/21
R004737,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Society of Eye Physicians & Surgeons,11/01/20-10/31/21
R004697,"Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.",Maryland Academy of Family Physicians,11/01/20-10/31/21
R001689,"Kasky, Charles ",Maryland REALTORS,Maryland Association of Realtors,11/01/19-10/31/20
R004277,"Kasky, Charles ",Maryland REALTORS,Maryland Association of Realtors,11/01/20-10/31/21
R008335,"Kasky, Charles ",Maryland REALTORS,Maryland Association of Realtors,11/01/21-10/31/22
R000123,"Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","DaVita, Inc.",11/01/19-10/31/20
R000102,"Kauffman, Danna L","Schwartz, Metz & Wise, P.A.",Maryland-National Capital Homecare Association,11/01/19-10/31/20
