Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A008951,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Lexington Park Investors,11/01/20-04/01/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006246,"Jones, Lisa",Harris Jones & Malone,"Sprouts Farmers Market, Inc.",05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A006955,"Jones, Lisa",Harris Jones & Malone,Maryland Land Title Association,07/17/20-10/31/20,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A005694,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Atlantic Recycling Group,01/14/20-04/30/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A005711,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",University of Maryland Charles Regional Medical Center,05/01/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A005944,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Heartland Dental,05/01/20-10/31/20,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A005249,"Jones, Lisa",Harris Jones & Malone,Johns Hopkins,11/01/19-04/30/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A005250,"Jones, Lisa",Harris Jones & Malone,Johns Hopkins,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005251,"Jones, Lisa",Harris Jones & Malone,"Home Depot, Inc., The",12/27/19-04/30/20,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A002615,"Jones, Lisa",Harris Jones & Malone,"American Sugar Refining, Inc.",11/01/19-04/30/20,"$17,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,000.00"
A002644,"Jones, Lisa",Harris Jones & Malone,Beltway Fine Wine,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002704,"Jones, Lisa",Harris Jones & Malone,"Gaming and Leisure Properties, Inc.",05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A002711,"Jones, Lisa",Harris Jones & Malone,Greater Baltimore Committee,11/01/19-04/30/20,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A002729,"Jones, Lisa",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002737,"Jones, Lisa",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/19-04/30/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,969.00",$0.00,$0.00,$0.00,$0.00,"$1,525.30","$13,494.30"
A002985,"Jones, Lisa",Harris Jones & Malone,RELX Group,11/01/19-04/30/20,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A002991,"Jones, Lisa",Harris Jones & Malone,"Juul Labs, Inc.",11/01/19-04/30/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A002998,"Jones, Lisa",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A003011,"Jones, Lisa",Harris Jones & Malone,"TEGSCO, LLC",11/01/19-04/30/20,"$9,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,500.00"
A013498,"Jones, Lisa",Harris Jones & Malone,Moser Consulting,03/18/21-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A012417,"Jones, Lisa",Harris Jones & Malone,Maryland Restaurant Coalition,01/04/21-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A011650,"Jones, Hannah",Pica & Associates,"Maryland Oncology Hematology, P.A.",11/19/20-04/13/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A011860,"Jones, Lisa",Harris Jones & Malone,"Wheelabrator Technologies, Inc.",11/30/20-04/30/21,"$98,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$98,000.00"
A008949,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Heartland Dental,11/01/20-04/30/21,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00"
A009383,"Jones, Lisa",Harris Jones & Malone,Greater Baltimore Committee,11/01/20-04/30/21,"$14,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,000.00"
A009385,"Jones, Lisa",Harris Jones & Malone,Maryland Psychiatric Society,11/01/20-04/30/21,"$13,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,000.00"
A009391,"Jones, Lisa",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/20-04/30/21,$450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00
A009395,"Jones, Lisa",Harris Jones & Malone,"Literacy Lab, The",11/01/20-04/30/21,"$28,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,000.00"
A009397,"Jones, Lisa",Harris Jones & Malone,"Gaming and Leisure Properties, Inc.",11/01/20-04/30/21,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A009411,"Jones, Lisa",Harris Jones & Malone,"Smithfield Foods, Inc.",11/01/20-04/30/21,"$34,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,000.00"
A009421,"Jones, Lisa",Harris Jones & Malone,"Maryland Minority Contractors Association, Inc.",11/01/20-04/30/21,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A009425,"Jones, Lisa",Harris Jones & Malone,"P3 Group, The",11/01/20-04/30/21,"$38,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,000.00"
A009427,"Jones, Lisa",Harris Jones & Malone,Curtis Bay Medical Waste Services,11/01/20-04/30/21,"$31,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,000.00"
A009429,"Jones, Lisa",Harris Jones & Malone,Associated Builders & Contractors,11/01/20-04/30/21,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A009453,"Jones, Lisa",Harris Jones & Malone,McDonald's Corporation,11/01/20-04/30/21,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A012474,"Jones, Laura","The Dignity Mandate, Inc.","Dignity Mandate, The",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009384,"Jones, Lisa",Harris Jones & Malone,Greater Baltimore Committee,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009400,"Jones, Lisa",Harris Jones & Malone,Harford County Government,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009390,"Jones, Lisa",Harris Jones & Malone,Verizon Communications,05/01/21-10/31/21,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A009418,"Jones, Lisa",Harris Jones & Malone,"Home Depot, Inc., The",05/01/21-10/31/21,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A013817,"Jones, Lisa",Harris Jones & Malone,James K. Davis,07/26/21-10/31/21,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A009412,"Jones, Lisa",Harris Jones & Malone,"Smithfield Foods, Inc.",05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009438,"Jones, Lisa",Harris Jones & Malone,"Family Tree, The",05/01/21-10/31/21,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
A009466,"Jones, Lisa",Harris Jones & Malone,"Walmart Stores, Inc.",05/01/21-10/31/21,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
A009430,"Jones, Lisa",Harris Jones & Malone,Associated Builders & Contractors,05/01/21-10/31/21,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00"
A009462,"Jones, Lisa",Harris Jones & Malone,Beltway Fine Wine,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A004639,"Jones, Thomas","The Dignity Mandate, Inc.","Dignity Mandate, The",11/01/19-04/30/20,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$576.03,$0.00,$0.00,$0.00,$0.00,$0.00,$601.03
A005178,"Jones, Lisa",Harris Jones & Malone,"Mexichem Fluor, Inc.",05/01/20-10/31/20,"$3,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,600.00"
A005227,"Jones, Lisa",Harris Jones & Malone,"Arkema, Inc.",12/27/19-04/30/20,"$2,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,700.00"
A005244,"Jones, Lisa",Harris Jones & Malone,"Wheelabrator Technologies, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005252,"Jones, Lisa",Harris Jones & Malone,"Home Depot, Inc., The",05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A002643,"Jones, Lisa",Harris Jones & Malone,Beltway Fine Wine,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002692,"Jones, Lisa",Harris Jones & Malone,"Family Tree, The",05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A002723,"Jones, Lisa",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/19-04/30/20,"$44,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$44,000.00"
A002730,"Jones, Lisa",Harris Jones & Malone,Health Facilities Association of Maryland,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002749,"Jones, Lisa",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/19-04/30/20,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A002980,"Jones, Lisa",Harris Jones & Malone,"Joseph Smith & Sons, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002983,"Jones, Lisa",Harris Jones & Malone,Verizon Communications,11/01/19-04/30/20,"$92,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$92,600.00"
A002986,"Jones, Lisa",Harris Jones & Malone,RELX Group,05/01/20-10/31/20,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
A002992,"Jones, Lisa",Harris Jones & Malone,"Juul Labs, Inc.",05/01/20-10/31/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A002993,"Jones, Lisa",Harris Jones & Malone,"Turo, Inc.",11/01/19-04/30/20,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A002995,"Jones, Lisa",Harris Jones & Malone,"P3 Group, The",11/01/19-04/30/20,"$38,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,000.00"
A003001,"Jones, Lisa",Harris Jones & Malone,Visit Baltimore,11/01/19-04/30/20,"$51,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$51,000.00"
A003004,"Jones, Lisa",Harris Jones & Malone,"Walmart Stores, Inc.",05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A003005,"Jones, Lisa",Harris Jones & Malone,"Maryland Minority Contractors Association, Inc.",11/01/19-04/30/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A003043,"Jones, Lisa",Harris Jones & Malone,Maryland Dental Hygienists' Association,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A003044,"Jones, Lisa",Harris Jones & Malone,Maryland Dental Hygienists' Association,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013202,"Jones, Lisa",Harris Jones & Malone,"Arkema, Inc.",02/11/21-04/30/21,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A012413,"Jones, Lisa",Harris Jones & Malone,Southwest Airlines Co.,01/01/21-04/30/21,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A007017,"Jones, Lisa",Harris Jones & Malone,"Literacy Lab, The",08/28/20-10/31/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A006245,"Jones, Lisa",Harris Jones & Malone,"Sprouts Farmers Market, Inc.",02/07/20-04/30/20,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A006263,"Jones, Lisa",Harris Jones & Malone,"Rapid Financial Services, LLC",02/07/20-04/30/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A006264,"Jones, Lisa",Harris Jones & Malone,"Rapid Financial Services, LLC",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006318,"Jones, Lisa",Harris Jones & Malone,Samaritan Ministries International,02/11/20-04/30/20,"$53,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$53,000.00"
A006319,"Jones, Lisa",Harris Jones & Malone,Samaritan Ministries International,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006351,"Jones, Lisa",Harris Jones & Malone,DeVry University,02/13/20-04/30/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A006484,"Jones, Lisa",Harris Jones & Malone,"Smithfield Foods, Inc.",02/26/20-04/30/20,"$27,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,000.00"
A006719,"Jones, Lisa",Harris Jones & Malone,Real Diagnostics,03/25/20-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006722,"Jones, Lisa",Harris Jones & Malone,"Micro Electronics, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A008945,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Atlantic Recycling Group,11/01/20-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A008953,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Association of Dental Support Organizations,11/01/20-04/30/21,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,000.00"
A005696,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Hospital Association,01/14/20-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009399,"Jones, Lisa",Harris Jones & Malone,Harford County Government,11/01/20-04/30/21,"$14,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,000.00"
A009415,"Jones, Lisa",Harris Jones & Malone,"Juul Labs, Inc.",11/01/20-04/30/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A009423,"Jones, Lisa",Harris Jones & Malone,Maryland Multi-Housing Association,11/01/20-04/30/21,"$46,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,000.00"
A009451,"Jones, Lisa",Harris Jones & Malone,"Turo, Inc.",11/01/20-04/30/21,"$2,167.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,167.00"
A009455,"Jones, Lisa",Harris Jones & Malone,House of Ruth Maryland,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009459,"Jones, Lisa",Harris Jones & Malone,Johns Hopkins,11/01/20-04/30/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A009463,"Jones, Lisa",Harris Jones & Malone,"Maryland DC Vending Association, Inc.",11/01/20-04/30/21,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A009469,"Jones, Lisa",Harris Jones & Malone,Norfolk Southern Corporation,11/01/20-04/30/21,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A009380,"Jones, Lisa",Harris Jones & Malone,Chesapeake Employers' Insurance Company,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009386,"Jones, Lisa",Harris Jones & Malone,Maryland Psychiatric Society,05/01/21-10/31/21,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A012414,"Jones, Lisa",Harris Jones & Malone,Southwest Airlines Co.,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009388,"Jones, Lisa",Harris Jones & Malone,Washington Psychiatric Society,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009396,"Jones, Lisa",Harris Jones & Malone,"Literacy Lab, The",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009450,"Jones, Lisa",Harris Jones & Malone,"HMR of Maryland, LLC",05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009436,"Jones, Lisa",Harris Jones & Malone,"Benevis, LLC",05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A012872,"Jones, Lisa",Harris Jones & Malone,Eastman Chemical Company,05/01/21-10/31/21,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A009472,"Jones, Lisa",Harris Jones & Malone,Visit Baltimore,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009428,"Jones, Lisa",Harris Jones & Malone,Curtis Bay Medical Waste Services,05/01/21-10/31/21,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A009452,"Jones, Lisa",Harris Jones & Malone,"Turo, Inc.",05/01/21-10/31/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A009434,"Jones, Lisa",Harris Jones & Malone,Baltimore Industrial Group,05/01/21-10/31/21,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A013499,"Jones, Lisa",Harris Jones & Malone,Moser Consulting,05/01/21-10/31/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A005692,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Quality Imaging Access Coalition of Maryland,01/14/20-04/30/20,"$62,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$62,500.00"
A005693,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Quality Imaging Access Coalition of Maryland,05/01/20-10/31/20,"$31,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,250.00"
A005697,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Hospital Association,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005700,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Maryland Radiological Society,01/14/20-04/30/20,"$27,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,500.00"
A005709,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",Lexington Park Investors,05/01/20-10/31/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A005710,"Jones, Gary","Baxter, Baker, Sidle, Conn & Jones, P.A",University of Maryland Charles Regional Medical Center,01/14/20-04/30/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
